"data","cnpj_basico","opition_pelo_simples","date_opcion_simples","date_exclusion_simples","option_mei","date_option_mei","date_exclusion_mei"
"02/2023",34691022,"N",20160101,20160101,"N",0,0
"02/2023",35016714,"S",20200101,0,"N",0,0
"02/2023",35350864,"S",20191030,0,"N",0,0
"02/2023",35363650,"N",20200101,20220731,"N",0,0
"02/2023",35928452,"S",20200108,0,"N",0,0
"02/2023",36364435,"S",20210101,0,"N",0,0
"02/2023",37131258,"N",20200513,20220727,"N",0,0
"02/2023",37590022,"N",20200702,20220430,"N",0,0
"02/2023",38016507,"N",20150101,20150101,"N",0,0
"02/2023",38347205,"S",20200904,0,"N",0,0
"02/2023",39283436,"N",20201002,20211231,"N",0,0
"02/2023",39711349,"S",20201109,0,"N",0,0
"02/2023",40065131,"S",20201209,0,"N",0,0
"02/2023",40098736,"S",20210101,0,"N",0,0
"02/2023",40099911,"S",20220101,0,"N",0,0
"02/2023",40104351,"S",20201214,0,"N",0,0
"02/2023",40203945,"N",20160101,20191231,"N",0,0
"02/2023",40355218,"S",20210112,0,"N",0,0
"02/2023",40488124,"S",20150101,0,"N",0,0
"02/2023",40649763,"S",20220101,0,"N",0,0
"02/2023",40853910,"S",20210212,0,"N",0,0
"02/2023",40997520,"N",20070701,20161231,"N",0,0
"02/2023",41366772,"S",20210325,0,"N",0,0
"02/2023",42020451,"N",20210520,20221231,"N",0,0
"02/2023",42065102,"S",20070701,0,"N",0,0
"02/2023",42150361,"S",20210531,0,"N",0,0
"02/2023",42185755,"S",20210602,0,"N",0,0
"02/2023",43117453,"S",20210813,0,"N",0,0
"02/2023",43487017,"S",20210913,0,"N",0,0
"02/2023",44286111,"S",20220101,0,"N",0,0
"02/2023",44538958,"S",20211209,0,"N",0,0
"02/2023",44640404,"S",20211220,0,"N",0,0
"02/2023",44727430,"S",20220104,0,"N",0,0
"02/2023",7508656,"S",20120101,0,"N",0,0
"02/2023",7529427,"N",20110101,20171023,"N",0,0
"02/2023",7547785,"N",20070701,20121231,"N",0,0
"02/2023",7560354,"N",20090101,20101231,"N",0,0
"02/2023",7573159,"S",20070701,0,"N",0,0
"02/2023",7582914,"N",20070701,20161231,"N",0,0
"02/2023",7591259,"S",20070701,0,"N",0,0
"02/2023",7640811,"N",20160101,20160101,"N",0,0
"02/2023",7650155,"S",20070701,0,"N",0,0
"02/2023",7715420,"N",20070701,20090831,"N",0,0
"02/2023",7722172,"N",20070701,20171212,"N",0,0
"02/2023",7758033,"S",20080101,0,"N",0,0
"02/2023",7765723,"N",20080101,20181231,"N",0,0
"02/2023",7768668,"N",20070701,20151231,"N",0,0
"02/2023",7774486,"S",20070701,0,"N",0,0
"02/2023",7779501,"N",20070701,20121231,"N",0,0
"02/2023",7784213,"S",20080101,0,"N",0,0
"02/2023",7803386,"N",20100101,20121231,"N",0,0
"02/2023",7847563,"N",20070701,20081231,"N",0,0
"02/2023",7851434,"N",20070701,20130626,"N",0,0
"02/2023",7855833,"S",20070701,0,"N",0,0
"02/2023",7867127,"N",20070701,20121231,"N",0,0
"02/2023",7870197,"N",20070701,20070701,"N",0,0
"02/2023",7882588,"N",20070701,20091231,"N",0,0
"02/2023",7886899,"N",20160101,20171231,"N",0,0
"02/2023",7905448,"N",20080101,20080101,"N",0,0
"02/2023",7923843,"N",20100101,20141231,"N",0,0
"02/2023",7931924,"N",20070701,20070701,"N",0,0
"02/2023",7954262,"N",20070701,20111231,"N",0,0
"02/2023",7978329,"N",20070701,20070701,"N",0,0
"02/2023",7982362,"N",20080101,20080101,"N",0,0
"02/2023",8000487,"S",20070701,0,"N",0,0
"02/2023",8038442,"N",20150101,20150331,"N",0,0
"02/2023",8048108,"N",20160101,20161231,"N",0,0
"02/2023",8054964,"N",20070701,20111231,"N",0,0
"02/2023",8062001,"N",20090101,20101231,"N",0,0
"02/2023",8106553,"N",20160101,20160101,"N",0,0
"02/2023",8144387,"N",20080101,20080101,"N",0,0
"02/2023",8186143,"N",20150101,20171231,"N",0,0
"02/2023",8191334,"N",20070701,20141231,"N",0,0
"02/2023",8230309,"N",20070701,20141231,"N",0,0
"02/2023",8243942,"S",20070701,0,"N",0,0
"02/2023",8247895,"N",20080101,20101231,"N",0,0
"02/2023",8251782,"N",20080101,20101231,"N",0,0
"02/2023",8252205,"S",20070701,0,"N",0,0
"02/2023",8270165,"N",20090101,20171023,"N",0,0
"02/2023",8278223,"S",20090101,0,"N",0,0
"02/2023",8311772,"S",20070701,0,"N",0,0
"02/2023",8316539,"N",20100101,20111231,"N",0,0
"02/2023",8337710,"N",20070701,20150209,"N",0,0
"02/2023",8341710,"N",20150101,20181231,"N",0,0
"02/2023",8347524,"N",20080101,20151231,"N",0,0
"02/2023",8351477,"N",20070701,20150209,"N",0,0
"02/2023",8367206,"S",20070701,0,"N",0,0
"02/2023",8377007,"N",20070701,20121023,"N",0,0
"02/2023",8377018,"S",20080101,0,"N",0,0
"02/2023",8403273,"N",20160101,20171231,"N",0,0
"02/2023",8418802,"N",20140101,20151231,"N",0,0
"02/2023",8423475,"S",20140101,0,"N",0,0
"02/2023",8430331,"N",20070701,20161231,"N",0,0
"02/2023",8467416,"N",20170101,20170101,"N",0,0
"02/2023",8489660,"N",20070701,20170211,"N",0,0
"02/2023",8547575,"N",20070701,20070701,"N",0,0
"02/2023",8586039,"N",20070701,20070701,"N",0,0
"02/2023",8601769,"N",20070701,20101231,"N",0,0
"02/2023",8609252,"N",20070701,20070701,"N",0,0
"02/2023",8628467,"S",20150101,0,"N",0,0
"02/2023",8699560,"N",20170101,20171231,"N",0,0
"02/2023",8709168,"N",20070701,20111231,"N",0,0
"02/2023",8710780,"S",20070701,0,"N",0,0
"02/2023",8720579,"S",20070701,0,"N",0,0
"02/2023",8722823,"N",20090101,20121231,"N",0,0
"02/2023",8727960,"N",20090101,20160930,"N",0,0
"02/2023",8736694,"N",20080101,20151231,"N",0,0
"02/2023",8748928,"N",20080101,20121231,"N",0,0
"02/2023",8758273,"N",20100101,20170321,"N",0,0
"02/2023",8782884,"S",20080101,0,"N",0,0
"02/2023",8791179,"N",20080101,20080101,"N",0,0
"02/2023",8793142,"N",20070803,20070803,"N",0,0
"02/2023",8805827,"N",20150101,20160630,"N",0,0
"02/2023",8835208,"N",20100101,20111231,"N",0,0
"02/2023",8853047,"S",20070701,0,"N",0,0
"02/2023",8853427,"N",20170101,20181231,"N",0,0
"02/2023",8854145,"N",20150101,20191231,"N",0,0
"02/2023",8874354,"S",20150101,0,"N",0,0
"02/2023",8898205,"N",20170101,20191231,"N",0,0
"02/2023",8913179,"S",20150101,0,"N",0,0
"02/2023",8913870,"N",20080101,20150209,"N",0,0
"02/2023",8938502,"N",20070724,20171231,"N",0,0
"02/2023",8947164,"N",20070729,20161231,"N",0,0
"02/2023",8957230,"N",20130101,20151031,"N",0,0
"02/2023",8970309,"N",20150101,20171231,"N",0,0
"02/2023",8988699,"S",20170101,0,"N",0,0
"02/2023",8992194,"S",20090101,0,"N",0,0
"02/2023",9001649,"N",20150101,20170930,"N",0,0
"02/2023",9050719,"N",20160101,20171231,"N",0,0
"02/2023",9067447,"S",20160101,0,"N",0,0
"02/2023",9071287,"S",20110101,0,"N",0,0
"02/2023",9094115,"S",20080101,0,"N",0,0
"02/2023",9101281,"S",20090101,0,"N",0,0
"02/2023",9112911,"N",20100101,20110228,"N",0,0
"02/2023",9115752,"S",20160101,0,"N",0,0
"02/2023",9158017,"S",20080101,0,"N",0,0
"02/2023",9164911,"N",20080101,20080101,"N",0,0
"02/2023",9219281,"N",20090101,20211231,"N",0,0
"02/2023",9224356,"N",20090101,20090101,"N",0,0
"02/2023",9238832,"N",20170101,20170101,"N",0,0
"02/2023",9244638,"N",20080101,20191231,"N",0,0
"02/2023",9250356,"S",20080101,0,"N",0,0
"02/2023",9251294,"N",20090101,20161231,"N",0,0
"02/2023",9255931,"S",20071217,0,"N",0,0
"02/2023",9263945,"S",20100101,0,"N",0,0
"02/2023",9286421,"N",20080101,20080101,"N",0,0
"02/2023",9329001,"N",20080130,20141231,"N",0,0
"02/2023",9347175,"N",20090101,20121231,"N",0,0
"02/2023",9362045,"N",20090101,20110930,"N",0,0
"02/2023",9393178,"N",20150101,20150101,"N",0,0
"02/2023",9459008,"N",20140101,20140101,"N",0,0
"02/2023",9469166,"N",20090101,20090831,"N",0,0
"02/2023",9481760,"N",20080325,20080325,"N",0,0
"02/2023",9498937,"N",20150101,20200610,"N",0,0
"02/2023",9526129,"N",20120101,20191231,"N",0,0
"02/2023",44913835,"S",20220110,0,"N",0,0
"02/2023",45005489,"S",20220125,0,"N",0,0
"02/2023",46017138,"S",20220413,0,"N",0,0
"02/2023",48241041,"S",20221010,0,"N",0,0
"02/2023",48443092,"S",20221028,0,"N",0,0
"02/2023",60504586,"N",20110101,20181231,"N",0,0
"02/2023",63423578,"N",20120101,20131231,"N",0,0
"02/2023",66191248,"N",20070701,20081231,"N",0,0
"02/2023",68919323,"N",20070701,20071231,"N",0,0
"02/2023",69397032,"N",20170101,20221231,"N",0,0
"02/2023",70975214,"S",20120101,0,"N",0,0
"02/2023",72543952,"N",20100101,20191231,"N",0,0
"02/2023",78253564,"N",20100101,20141231,"N",0,0
"02/2023",83315143,"N",20150101,20211231,"N",0,0
"02/2023",83329011,"N",20170101,20181231,"N",0,0
"02/2023",85460665,"S",20130101,0,"N",0,0
"02/2023",86690476,"S",20110101,0,"N",0,0
"02/2023",88475173,"S",20090101,0,"N",0,0
"02/2023",89804371,"N",20180101,20191231,"N",0,0
"02/2023",89870547,"N",20070701,20070701,"N",0,0
"02/2023",90149071,"N",20070701,20091231,"N",0,0
"02/2023",90229246,"N",20150101,20161231,"N",0,0
"02/2023",93155067,"S",20070701,0,"N",0,0
"02/2023",93458206,"N",20070701,20181030,"N",0,0
"02/2023",96301171,"S",20170101,0,"N",0,0
"02/2023",96592209,"N",20120101,20170125,"N",0,0
"02/2023",97541531,"N",20110708,20171231,"N",0,0
"02/2023",9558402,"S",20090101,0,"N",0,0
"02/2023",9572907,"S",20110101,0,"N",0,0
"02/2023",9578499,"N",20090101,20091231,"N",0,0
"02/2023",9586016,"S",20080311,0,"N",0,0
"02/2023",9595849,"N",20150101,20150831,"N",0,0
"02/2023",9618236,"S",20150101,0,"N",0,0
"02/2023",9655537,"N",20090101,20190812,"N",0,0
"02/2023",9667202,"S",20120101,0,"N",0,0
"02/2023",9674734,"N",20090101,20151231,"N",0,0
"02/2023",9814808,"S",20090101,0,"N",0,0
"02/2023",10143965,"N",20080714,20080714,"N",0,0
"02/2023",10175722,"S",20090101,0,"N",0,0
"02/2023",10214297,"N",20170101,20220430,"N",0,0
"02/2023",10224500,"N",20080721,20161231,"N",0,0
"02/2023",10247154,"S",20080620,0,"N",0,0
"02/2023",10250299,"N",20080714,20181231,"N",0,0
"02/2023",10266189,"N",20110101,20131231,"N",0,0
"02/2023",10275379,"S",20080819,0,"N",0,0
"02/2023",10275393,"N",20100101,20100101,"N",0,0
"02/2023",10279794,"S",20080806,0,"N",0,0
"02/2023",10281986,"N",20090101,20131231,"N",0,0
"02/2023",10333191,"N",20080805,20080805,"N",0,0
"02/2023",10338921,"N",20100101,20180801,"N",0,0
"02/2023",10351871,"N",20150101,20150101,"N",0,0
"02/2023",10353515,"S",20150101,0,"N",0,0
"02/2023",10362936,"N",20110101,20161231,"N",0,0
"02/2023",10372146,"S",20080924,0,"N",0,0
"02/2023",10384180,"N",20080925,20081231,"N",0,0
"02/2023",10407962,"N",20090101,20121231,"N",0,0
"02/2023",10426169,"N",20160101,20161231,"N",0,0
"02/2023",10433439,"N",20100101,20150228,"N",0,0
"02/2023",10456797,"S",20170101,0,"N",0,0
"02/2023",10460114,"S",20081106,0,"N",0,0
"02/2023",10502010,"N",20130101,20171231,"N",0,0
"02/2023",10565270,"S",20090101,0,"N",0,0
"02/2023",10577490,"S",20081127,0,"N",0,0
"02/2023",10607658,"N",20150101,20151231,"N",0,0
"02/2023",10616568,"N",20081218,20110126,"N",0,0
"02/2023",10647207,"S",20140101,0,"N",0,0
"02/2023",10664792,"S",20100101,0,"N",0,0
"02/2023",10676696,"N",20100101,20170531,"N",0,0
"02/2023",10684004,"S",20150101,0,"N",0,0
"02/2023",10730549,"N",20120101,20181231,"N",0,0
"02/2023",10732674,"N",20100101,20161231,"N",0,0
"02/2023",10736648,"N",20090325,20090325,"N",0,0
"02/2023",10740968,"N",20160101,20221024,"N",0,0
"02/2023",10762526,"N",20090415,20131231,"N",0,0
"02/2023",10828123,"N",20090513,20120131,"N",0,0
"02/2023",10859892,"N",20090514,20091231,"N",0,0
"02/2023",10878061,"S",20150101,0,"N",0,0
"02/2023",10917558,"N",20090617,20091031,"N",0,0
"02/2023",10930247,"N",20090609,20141231,"N",0,0
"02/2023",10935661,"S",20100101,0,"N",0,0
"02/2023",10985193,"S",20100101,0,"N",0,0
"02/2023",10999665,"S",20100101,0,"N",0,0
"02/2023",11026065,"N",20100101,20170630,"N",0,0
"02/2023",11042153,"S",20090806,0,"N",0,0
"02/2023",11044745,"S",20090707,0,"N",0,0
"02/2023",11060192,"N",20090803,20090831,"N",0,0
"02/2023",11105894,"N",20140101,20161219,"N",0,0
"02/2023",11110481,"S",20090903,0,"N",0,0
"02/2023",11114609,"N",20120101,20180518,"N",0,0
"02/2023",11117426,"S",20120101,0,"N",0,0
"02/2023",11128234,"N",20090909,20100930,"N",0,0
"02/2023",11130381,"N",20100101,20140131,"N",0,0
"02/2023",11165133,"N",20090915,20191231,"N",0,0
"02/2023",11181778,"S",20120101,0,"N",0,0
"02/2023",11210806,"N",20170101,20170101,"N",0,0
"02/2023",11226304,"S",20130101,0,"N",0,0
"02/2023",11290440,"N",20120101,20140131,"N",0,0
"02/2023",11301237,"N",20120101,20191231,"N",0,0
"02/2023",11334693,"N",20100101,20100101,"N",0,0
"02/2023",11341189,"N",20091117,20131231,"N",0,0
"02/2023",11357627,"S",20091118,0,"N",0,0
"02/2023",11359925,"S",20120101,0,"N",0,0
"02/2023",11459328,"N",20090101,20101231,"N",0,0
"02/2023",11496639,"S",20160101,0,"N",0,0
"02/2023",11504181,"N",20120101,20161231,"N",0,0
"02/2023",11589270,"N",20180101,20180710,"N",0,0
"02/2023",11641226,"N",20100208,20181231,"N",0,0
"02/2023",11675249,"S",20130101,0,"N",0,0
"02/2023",11720369,"N",20100311,20181231,"N",0,0
"02/2023",11745865,"N",20100315,20170131,"N",0,0
"02/2023",11754338,"N",20100318,20181231,"N",0,0
"02/2023",11767078,"N",20170101,20220714,"N",0,0
"02/2023",11795439,"N",20100322,20100531,"N",0,0
"02/2023",11807619,"S",20100330,0,"N",0,0
"02/2023",11807951,"N",20100408,20160930,"N",0,0
"02/2023",11885783,"N",20100122,20121231,"N",0,0
"02/2023",11908897,"N",20100423,20181231,"N",0,0
"02/2023",11989077,"N",20140101,20201006,"N",0,0
"02/2023",12044515,"S",20100602,0,"N",0,0
"02/2023",12046131,"N",20100602,20111231,"N",0,0
"02/2023",12099759,"N",20160101,20160101,"N",0,0
"02/2023",12110256,"N",20100531,20161231,"N",0,0
"02/2023",12181392,"N",20070701,20070701,"N",0,0
"02/2023",12193555,"S",20100706,0,"N",0,0
"02/2023",12238691,"S",20150101,0,"N",0,0
"02/2023",12239396,"N",20140101,20160131,"N",0,0
"02/2023",12301171,"N",20100720,20121231,"N",0,0
"02/2023",12301773,"N",20100714,20110228,"N",0,0
"02/2023",12353870,"S",20100803,0,"N",0,0
"02/2023",12369698,"S",20170101,0,"N",0,0
"02/2023",12442009,"N",20100825,20121031,"N",0,0
"02/2023",12491869,"N",20160101,20170131,"N",0,0
"02/2023",12519605,"S",20120101,0,"N",0,0
"02/2023",12592060,"S",20100927,0,"N",0,0
"02/2023",12676848,"N",20110101,20171231,"N",0,0
"02/2023",12677238,"N",20170101,20170101,"N",0,0
"02/2023",12678857,"S",20101006,0,"N",0,0
"02/2023",12690466,"N",20120101,20191231,"N",0,0
"02/2023",12802686,"N",20130101,20161231,"N",0,0
"02/2023",12848991,"N",20150101,20181231,"N",0,0
"02/2023",12849375,"N",20101111,20120731,"N",0,0
"02/2023",12866451,"S",20110101,0,"N",0,0
"02/2023",12877184,"N",20120101,20130831,"N",0,0
"02/2023",12943301,"S",20120101,0,"N",0,0
"02/2023",12943604,"N",20120101,20121231,"N",0,0
"02/2023",12952609,"N",20101122,20101122,"N",0,0
"02/2023",12995422,"N",20120101,20171020,"N",0,0
"02/2023",13074637,"N",20120101,20181231,"N",0,0
"02/2023",13111508,"N",20110111,20161231,"N",0,0
"02/2023",13122139,"S",20140101,0,"N",0,0
"02/2023",13177081,"S",20120101,0,"N",0,0
"02/2023",13224634,"N",20110208,20161007,"N",0,0
"02/2023",13241486,"S",20110210,0,"N",0,0
"02/2023",13290115,"N",20110221,20171231,"N",0,0
"02/2023",13366684,"N",20110217,20141231,"N",0,0
"02/2023",13430126,"S",20110317,0,"N",0,0
"02/2023",13446841,"S",20110325,0,"N",0,0
"02/2023",13498965,"N",20110408,20110408,"N",0,0
"02/2023",13527377,"S",20110415,0,"N",0,0
"02/2023",13550197,"N",20150101,20150101,"N",0,0
"02/2023",13552085,"S",20110415,0,"N",0,0
"02/2023",13579508,"N",20110407,20121231,"N",0,0
"02/2023",13594955,"N",20170101,20181231,"N",0,0
"02/2023",13596824,"S",20110408,0,"N",0,0
"02/2023",13691519,"S",20110523,0,"N",0,0
"02/2023",13700241,"N",20150101,20191231,"N",0,0
"02/2023",13771551,"N",20110601,20131231,"N",0,0
"02/2023",13846538,"S",20150101,0,"N",0,0
"02/2023",13936028,"N",20110705,20161231,"N",0,0
"02/2023",13967383,"N",20140101,20170523,"N",0,0
"02/2023",14019365,"N",20110719,20141231,"N",0,0
"02/2023",14102190,"S",20110811,0,"N",0,0
"02/2023",14104209,"N",20140101,20211206,"N",0,0
"02/2023",14239557,"S",20110905,0,"N",0,0
"02/2023",14254573,"N",20150101,20150101,"N",0,0
"02/2023",14438180,"N",20140101,20160131,"N",0,0
"02/2023",14499625,"N",20111017,20171231,"N",0,0
"02/2023",14626943,"S",20150101,0,"N",0,0
"02/2023",14630901,"N",20150101,20151231,"N",0,0
"02/2023",14685652,"S",20170101,0,"N",0,0
"02/2023",14687949,"S",20111031,0,"N",0,0
"02/2023",14694918,"S",20150101,0,"N",0,0
"02/2023",14722061,"S",20150101,0,"N",0,0
"02/2023",14745182,"N",20170101,20210910,"N",0,0
"02/2023",14750869,"S",20160101,0,"N",0,0
"02/2023",14782568,"N",20111202,20111202,"N",0,0
"02/2023",14793555,"N",20150101,20151231,"N",0,0
"02/2023",14795171,"N",20111222,20171231,"N",0,0
"02/2023",14797571,"N",20150101,20170930,"N",0,0
"02/2023",14801143,"N",20150101,20161231,"N",0,0
"02/2023",14839436,"N",20130101,20181231,"N",0,0
"02/2023",14916455,"S",20230101,0,"N",0,0
"02/2023",14985668,"N",20140101,20160131,"N",0,0
"02/2023",15056631,"N",20150101,20181231,"N",0,0
"02/2023",15077054,"N",20120215,20121231,"N",0,0
"02/2023",15102567,"S",20120227,0,"N",0,0
"02/2023",15303517,"N",20150101,20161231,"N",0,0
"02/2023",15534190,"S",20150101,0,"N",0,0
"02/2023",15580562,"S",20170101,0,"N",0,0
"02/2023",15590701,"S",20170101,0,"N",0,0
"02/2023",15656717,"S",20120601,0,"N",0,0
"02/2023",15657136,"S",20120605,0,"N",0,0
"02/2023",15735148,"S",20220101,0,"N",0,0
"02/2023",15744862,"N",20150101,20151231,"N",0,0
"02/2023",15756649,"N",20150101,20161231,"N",0,0
"02/2023",15790582,"N",20160101,20160101,"N",0,0
"02/2023",15822858,"N",20120702,20141231,"N",0,0
"02/2023",15864062,"N",20120604,20160323,"N",0,0
"02/2023",16099506,"N",20150101,20150101,"N",0,0
"02/2023",16101286,"N",20130101,20151231,"N",0,0
"02/2023",16102437,"S",20160101,0,"N",0,0
"02/2023",16278939,"N",20140101,20220131,"N",0,0
"02/2023",16403429,"N",20120710,20171231,"N",0,0
"02/2023",16416542,"S",20120703,0,"N",0,0
"02/2023",16435101,"N",20120712,20160930,"N",0,0
"02/2023",16539565,"S",20150101,0,"N",0,0
"02/2023",16582162,"N",20140101,20161231,"N",0,0
"02/2023",16600305,"N",20160101,20160101,"N",0,0
"02/2023",16604221,"N",20150101,20150101,"N",0,0
"02/2023",16705092,"N",20160101,20160101,"N",0,0
"02/2023",16724279,"N",20120820,20120820,"N",0,0
"02/2023",16734482,"N",20130101,20181231,"N",0,0
"02/2023",16749341,"S",20170101,0,"N",0,0
"02/2023",16965073,"S",20160101,0,"N",0,0
"02/2023",16979658,"S",20210101,0,"N",0,0
"02/2023",17008944,"N",20130101,20131231,"N",0,0
"02/2023",17070450,"N",20150101,20150630,"N",0,0
"02/2023",17211361,"S",20121126,0,"N",0,0
"02/2023",17298214,"N",20121207,20210310,"N",0,0
"02/2023",17302645,"S",20121213,0,"N",0,0
"02/2023",17340612,"S",20150101,0,"N",0,0
"02/2023",17343614,"N",20170101,20170228,"N",0,0
"02/2023",17406080,"N",20130111,20130111,"N",0,0
"02/2023",17414821,"S",20130115,0,"N",0,0
"02/2023",17476344,"N",20150101,20151231,"N",0,0
"02/2023",17507728,"S",20220101,0,"N",0,0
"02/2023",17532825,"N",20170101,20181231,"N",0,0
"02/2023",17539518,"N",20130118,20210609,"N",0,0
"02/2023",17595808,"N",20130206,20181211,"N",0,0
"02/2023",17752967,"S",20140101,0,"N",0,0
"02/2023",17935858,"S",20160101,0,"N",0,0
"02/2023",17958328,"N",20170101,20211231,"N",0,0
"02/2023",18114216,"N",20130515,20181231,"N",0,0
"02/2023",18188895,"S",20140101,0,"N",0,0
"02/2023",18209185,"S",20210101,0,"N",0,0
"02/2023",18263145,"N",20070701,20221231,"N",0,0
"02/2023",18359011,"S",20160101,0,"N",0,0
"02/2023",18375004,"S",20150101,0,"N",0,0
"02/2023",18379627,"N",20150101,20161116,"N",0,0
"02/2023",18395856,"N",20130701,20180331,"N",0,0
"02/2023",18400399,"N",20130701,20181231,"N",0,0
"02/2023",18423782,"N",20140101,20151231,"N",0,0
"02/2023",18529712,"S",20130719,0,"N",0,0
"02/2023",18544523,"N",20130724,20130724,"N",0,0
"02/2023",18666103,"N",20150101,20161231,"N",0,0
"02/2023",18788123,"N",20130830,20141231,"N",0,0
"02/2023",18867389,"N",20140101,20140101,"N",0,0
"02/2023",18879425,"N",20150101,20171231,"N",0,0
"02/2023",19002253,"N",20150101,20171231,"N",0,0
"02/2023",19009335,"N",20140101,20151231,"N",0,0
"02/2023",19138917,"S",20160101,0,"N",0,0
"02/2023",19152285,"S",20150101,0,"N",0,0
"02/2023",19188891,"N",20150101,20150101,"N",0,0
"02/2023",19200162,"N",20140101,20151231,"N",0,0
"02/2023",19200660,"S",20140101,0,"N",0,0
"02/2023",19224181,"N",20150101,20190415,"N",0,0
"02/2023",19340617,"N",20140101,20151231,"N",0,0
"02/2023",19388566,"S",20160101,0,"N",0,0
"02/2023",19414048,"N",20131212,20150922,"N",0,0
"02/2023",19468518,"N",20140103,20141231,"N",0,0
"02/2023",19477332,"N",20140107,20171231,"N",0,0
"02/2023",19743643,"S",20160101,0,"N",0,0
"02/2023",19762262,"N",20170101,20200928,"N",0,0
"02/2023",19901006,"N",20160101,20181231,"N",0,0
"02/2023",19934761,"N",20150101,20170131,"N",0,0
